"","Beer_Names","Beer_ID","ABV","IBU","Style","Ounces","Brewery_Name","Brewery_ID","City","State"
"234","Count Hopula (Vault Series)",2063,0.091,99,"American Double / Imperial IPA",16,"SanTan Brewing Company",31,"Chandler"," AZ"
"235","Oktoberfest",1995,0.055,NA,"Märzen / Oktoberfest",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"236","SunSpot Golden Ale",1934,0.05,15,"American Blonde Ale",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"237","I.W.A. (2011)",1329,0.06,NA,"American Pale Wheat Ale",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"238","Supermonk I.P.A.",1299,0.065,NA,"Belgian IPA",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"239","Epicenter Amber Ale",1073,0.055,20,"American Amber / Red Ale",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"240","SanTan HefeWeizen",1072,0.05,15,"Hefeweizen",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"241","Hop Shock IPA",1071,0.07,85,"American IPA",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"242","Sex Panther (2014)",852,0.069,20,"American Porter",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"243","Devil’s Ale",850,0.055,45,"American Pale Ale (APA)",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"244","Rail Slide Imperial Spiced Ale",839,0.081,NA,"Herbed / Spiced Beer",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"245","Mr. Pineapple",777,0.05,20,"Fruit / Vegetable Beer",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"246","American Idiot Ale (2012)",764,0.055,45,"American Pale Ale (APA)",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"247","Hop Shock IPA (2010)",317,0.07,85,"American IPA",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"248","SanTan HefeWeizen (2010)",286,0.05,15,"Hefeweizen",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"249","Devil’s Ale (2010)",285,0.055,45,"American Pale Ale (APA)",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"250","Epicenter Amber Ale (2010)",124,0.055,20,"American Amber / Red Ale",12,"SanTan Brewing Company",31,"Chandler"," AZ"
"251","Heavy Lifting",2596,0.062,80,"American IPA",12,"Boulevard Brewing Company",32,"Kansas City"," MO"
"252","Bastian",2595,NA,NA,"American Strong Ale",12,"James Page Brewing Company",33,"Stevens Point"," WI"
"253","Healani",2480,0.045,NA,"Hefeweizen",12,"James Page Brewing Company",33,"Stevens Point"," WI"
"254","Yabba Dhaba Chai Tea Porter",1525,0.055,NA,"American Porter",12,"James Page Brewing Company",33,"Stevens Point"," WI"
"255","A Capella Gluten Free Pale Ale",1524,0.055,NA,"American Pale Ale (APA)",12,"James Page Brewing Company",33,"Stevens Point"," WI"
"256","Casper White Stout",1523,0.06,NA,"American Blonde Ale",12,"James Page Brewing Company",33,"Stevens Point"," WI"
"257","JP's Ould Sod Irish Red IPA",1254,0.06,NA,"American IPA",12,"James Page Brewing Company",33,"Stevens Point"," WI"
"258","Surfrider",2594,0.052,35,"American Pale Ale (APA)",16,"The Dudes' Brewing Company",34,"Torrance"," CA"
"259","Kolschtal Eddy",2035,0.055,NA,"Kölsch",16,"The Dudes' Brewing Company",34,"Torrance"," CA"
"260","South Bay Session IPA",2034,0.05,NA,"American IPA",16,"The Dudes' Brewing Company",34,"Torrance"," CA"
"261","Grandma's Pecan",1562,0.069,34,"English Brown Ale",16,"The Dudes' Brewing Company",34,"Torrance"," CA"
"262","Double Trunk",1561,0.099,101,"American Double / Imperial IPA",16,"The Dudes' Brewing Company",34,"Torrance"," CA"
"263","Grapefruit Sculpin",2593,0.07,NA,"American IPA",12,"Ballast Point Brewing Company",35,"San Diego"," CA"
"264","Even Keel",2105,0.038,40,"American IPA",12,"Ballast Point Brewing Company",35,"San Diego"," CA"
"265","Ballast Point Pale Ale",1401,0.052,23,"Kölsch",12,"Ballast Point Brewing Company",35,"San Diego"," CA"
"266","Big Eye India Pale Ale",1400,0.07,75,"American IPA",12,"Ballast Point Brewing Company",35,"San Diego"," CA"
"267","Longfin Lager",1019,0.046,NA,"Munich Helles Lager",12,"Ballast Point Brewing Company",35,"San Diego"," CA"
"268","Sculpin IPA",1018,0.07,70,"American IPA",12,"Ballast Point Brewing Company",35,"San Diego"," CA"
"269","Liberty Ale",2592,0.059,NA,"American IPA",12,"Anchor Brewing Company",36,"San Francisco"," CA"
"270","IPA",2578,0.065,NA,"American IPA",12,"Anchor Brewing Company",36,"San Francisco"," CA"
"271","Summer Wheat",2577,0.045,NA,"American Pale Wheat Ale",12,"Anchor Brewing Company",36,"San Francisco"," CA"
"272","California Lager",2103,0.049,NA,"American Amber / Red Lager",12,"Anchor Brewing Company",36,"San Francisco"," CA"
"273","Brotherhood Steam",2102,0.056,NA,"California Common / Steam Beer",12,"Anchor Brewing Company",36,"San Francisco"," CA"
"274","Weiss Weiss Baby",2591,0.045,NA,"Kristalweizen",12,"Figueroa Mountain Brewing Company",37,"Buellton"," CA"
"275","Czech Yo Self",2590,0.055,45,"Czech Pilsener",12,"Figueroa Mountain Brewing Company",37,"Buellton"," CA"
"276","FMB 101",1968,0.048,20,"Kölsch",12,"Figueroa Mountain Brewing Company",37,"Buellton"," CA"
"277","Raja",2589,0.08,NA,"American Double / Imperial IPA",12,"Avery Brewing Company",38,"Boulder"," CO"
"278","Perzik Saison",2546,0.064,NA,"Saison / Farmhouse Ale",12,"Avery Brewing Company",38,"Boulder"," CO"
"279","Avery Joe’s Premium American Pilsner",146,0.047,42,"German Pilsener",12,"Avery Brewing Company",38,"Boulder"," CO"
"280","White Rascal",108,0.056,10,"Witbier",12,"Avery Brewing Company",38,"Boulder"," CO"
"281","Avery India Pale Ale",107,0.063,69,"American IPA",12,"Avery Brewing Company",38,"Boulder"," CO"
"282","Ellie’s Brown Ale",106,0.055,17,"American Brown Ale",12,"Avery Brewing Company",38,"Boulder"," CO"
"283","Cow Creek",2588,0.054,26,"American Amber / Red Lager",12,"Twisted X Brewing Company",39,"Dripping Springs"," TX"
"284","Chupahopra",2458,0.075,63,"American IPA",12,"Twisted X Brewing Company",39,"Dripping Springs"," TX"
"285","Twisted X",2212,0.051,19,"American Adjunct Lager",12,"Twisted X Brewing Company",39,"Dripping Springs"," TX"
"286","Vanilla Porter",2587,0.07,11,"American Porter",16,"Gonzo's BiggDogg Brewing",40,"Kalamazoo"," MI"
"287","Blueberry Blonde",2586,0.06,NA,"Fruit / Vegetable Beer",12,"Big Muddy Brewing",41,"Murphysboro"," IL"
"288","Galaxy IPA",2585,0.075,60,"American IPA",16,"Big Muddy Brewing",41,"Murphysboro"," IL"
"289","Gose",2584,0.046,8,"Gose",16,"Lost Nation Brewing",42,"East Fairfield"," VT"
"290","Vermont Pilsner",2583,0.048,20,"German Pilsener",16,"Lost Nation Brewing",42,"East Fairfield"," VT"
"291","Mosaic Single Hop IPA",2582,0.055,NA,"American IPA",16,"Lost Nation Brewing",42,"East Fairfield"," VT"
"292","Lost Galaxy",2581,0.045,NA,"American IPA",16,"Lost Nation Brewing",42,"East Fairfield"," VT"
"293","Gose",2580,0.035,NA,"Gose",16,"Rising Tide Brewing Company",43,"Portland"," ME"
"294","Maine Island Trail Ale",1807,0.043,NA,"American Pale Ale (APA)",16,"Rising Tide Brewing Company",43,"Portland"," ME"
"295","Jah Mon",2579,0.05,100,"American IPA",12,"Rivertowne Brewing Company",44,"Export"," PA"
"296","Oktoberfest",2373,0.062,NA,"Märzen / Oktoberfest",12,"Rivertowne Brewing Company",44,"Export"," PA"
"297","Headless Wylie",2049,0.08,NA,"Pumpkin Ale",12,"Rivertowne Brewing Company",44,"Export"," PA"
"298","Dayman IPA",2048,0.05,NA,"American IPA",12,"Rivertowne Brewing Company",44,"Export"," PA"
"299","All Aboard! Anniversary Stout",1880,0.071,NA,"Oatmeal Stout",12,"Rivertowne Brewing Company",44,"Export"," PA"
"300","Hop Lace",1879,0.062,NA,"American White IPA",12,"Rivertowne Brewing Company",44,"Export"," PA"
"301","OH-PA Session Pale Ale",1878,0.048,NA,"American Pale Ale (APA)",12,"Rivertowne Brewing Company",44,"Export"," PA"
"302","Patrick's Poison",1877,0.08,NA,"American Amber / Red Ale",12,"Rivertowne Brewing Company",44,"Export"," PA"
"303","Rudolph's Red",1764,0.081,NA,"American Amber / Red Ale",12,"Rivertowne Brewing Company",44,"Export"," PA"
"304","Babbling Blonde",1103,0.053,NA,"American Blonde Ale",12,"Rivertowne Brewing Company",44,"Export"," PA"
"305","Maxwell's Scottish Ale",1102,0.051,NA,"Scottish Ale",12,"Rivertowne Brewing Company",44,"Export"," PA"
"306","Grateful White",1101,0.061,NA,"Witbier",12,"Rivertowne Brewing Company",44,"Export"," PA"
"307","RT Lager",1100,0.055,NA,"American Amber / Red Lager",12,"Rivertowne Brewing Company",44,"Export"," PA"
"308","Old Wylie's IPA",1099,0.062,NA,"American IPA",12,"Rivertowne Brewing Company",44,"Export"," PA"
"309","Hala Kahiki Pineapple Beer",1098,0.048,NA,"Fruit / Vegetable Beer",12,"Rivertowne Brewing Company",44,"Export"," PA"
"310","Fist City",2576,0.055,40,"American Pale Ale (APA)",12,"Revolution Brewing Company",45,"Chicago"," IL"
"311","A Little Crazy",1133,0.068,NA,"Belgian Pale Ale",12,"Revolution Brewing Company",45,"Chicago"," IL"
"312","Rosa Hibiscus Ale",609,0.058,15,"Herbed / Spiced Beer",12,"Revolution Brewing Company",45,"Chicago"," IL"
"313","Fistmas Ale",418,0.061,31,"Herbed / Spiced Beer",12,"Revolution Brewing Company",45,"Chicago"," IL"
"314","Oktoberfest Revolution",417,0.057,25,"Märzen / Oktoberfest",12,"Revolution Brewing Company",45,"Chicago"," IL"
"315","Eugene Porter",416,0.068,28,"American Porter",12,"Revolution Brewing Company",45,"Chicago"," IL"
"316","Anti-Hero IPA",415,0.065,70,"American IPA",12,"Revolution Brewing Company",45,"Chicago"," IL"
"317","Bottom Up Belgian Wit",414,0.05,14,"Witbier",12,"Revolution Brewing Company",45,"Chicago"," IL"
"318","Wooden Rooster",2575,0.085,34,"Tripel",16.9,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"319","Ginger Peach Saison",2555,0.048,20,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"320","Zombie Monkie",1736,0.062,35,"American Porter",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"321","Wild Plum Farmhouse Ale",1196,0.056,20,"Saison / Farmhouse Ale",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"322","Vanilla Bean Buffalo Sweat",1063,0.05,20,"Oatmeal Stout",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"323","Ethos IPA",1017,0.068,110,"American IPA",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"324","Tallgrass Pub Ale",1009,0.044,12,"American Brown Ale",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"325","Oasis",912,0.072,93,"Extra Special / Strong Bitter (ESB)",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"326","Buffalo Sweat",765,0.05,20,"Milk / Sweet Stout",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"327","Halcyon Unfiltered Wheat",676,0.05,20,"American Pale Wheat Ale",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"328","8-Bit Pale Ale",595,0.052,NA,"American Pale Ale (APA)",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"329","Velvet Rooster",537,0.085,NA,"Tripel",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"330","Halcyon Unfiltered Wheat",412,0.05,20,"American Pale Wheat Ale",12,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"331","Köld Lager (2010)",105,0.05,16,"German Pilsener",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"332","Oasis (2010)",104,0.072,93,"American Double / Imperial IPA",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"333","Tallgrass Ale",103,0.044,22,"American Brown Ale",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"334","Buffalo Sweat (2010)",102,0.05,20,"Milk / Sweet Stout",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"335","Tallgrass IPA",101,0.063,60,"American IPA",16,"Tallgrass Brewing Company",46,"Manhattan"," KS"
"336","4Beans",2574,0.1,52,"Baltic Porter",12,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"337","Jammer",2479,0.042,16,"Gose",12,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"338","Abigale",2443,0.08,NA,"Belgian Pale Ale",12,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"339","Rad",2266,0.032,7,"Fruit / Vegetable Beer",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"340","Bengali",2090,0.065,62,"American IPA",24,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"341","Sensi Harvest",1962,0.047,50,"American Pale Ale (APA)",12,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"342","Hi-Res",1696,0.099,111,"American Double / Imperial IPA",12,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"343","Global Warmer",1608,0.07,70,"American Strong Ale",12,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"344","Autumnation (2013)",1591,0.067,74,"American IPA",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"345","The Crisp",1388,0.054,42,"German Pilsener",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"346","Sweet Action",1387,0.052,34,"Cream Ale",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"347","Righteous Ale",1386,0.063,57,"Rye Beer",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"348","Bengali Tiger",1385,0.064,62,"American IPA",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"349","3Beans",1020,0.099,85,"Baltic Porter",12,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"350","Brownstone",778,0.059,47,"American Brown Ale",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"351","Apollo",630,0.052,11,"American Pale Wheat Ale",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"352","Harbinger",629,0.049,35,"Saison / Farmhouse Ale",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"353","Resin",628,0.091,103,"American Double / Imperial IPA",12,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"354","Diesel",525,0.063,69,"American Stout",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"355","Autumnation (2011-12) (2011)",512,0.06,48,"Pumpkin Ale",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"356","The Crisp (2011)",425,0.054,42,"German Pilsener",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"357","Sweet Action (2011)",424,0.052,34,"Cream Ale",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"358","Righteous Ale (2011)",423,0.063,57,"Rye Beer",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"359","Bengali Tiger (2011)",422,0.064,62,"American IPA",16,"Sixpoint Craft Ales",47,"Brooklyn"," NY"
"360","Raspberry Berliner Weisse",2573,0.055,NA,"Berliner Weissbier",12,"White Birch Brewing",48,"Hooksett"," NH"
"361","Hop Session",2572,0.05,NA,"American IPA",12,"White Birch Brewing",48,"Hooksett"," NH"
"362","Blueberry Berliner Weisse",2571,0.055,NA,"Berliner Weissbier",12,"White Birch Brewing",48,"Hooksett"," NH"
"363","Berliner Weisse",2570,0.055,NA,"Berliner Weissbier",12,"White Birch Brewing",48,"Hooksett"," NH"
"364","Easy Jack",2569,0.045,47,"American IPA",12,"Firestone Walker Brewing Company",49,"Paso Robles"," CA"
"365","Union Jack",2463,0.075,75,"American IPA",12,"Firestone Walker Brewing Company",49,"Paso Robles"," CA"
"366","Pivo Pils",2462,0.053,NA,"German Pilsener",12,"Firestone Walker Brewing Company",49,"Paso Robles"," CA"
"367","805 Blonde Ale",1957,0.047,NA,"American Blonde Ale",12,"Firestone Walker Brewing Company",49,"Paso Robles"," CA"
"368","805",1733,0.047,20,"American Blonde Ale",12,"Firestone Walker Brewing Company",49,"Paso Robles"," CA"
"369","Take Two Pils",2568,0.055,35,"German Pilsener",12,"SweetWater Brewing Company",50,"Atlanta"," GA"
"370","Waterkeeper",2551,0.057,NA,"Hefeweizen",12,"SweetWater Brewing Company",50,"Atlanta"," GA"
"371","SweetWater IPA",1710,0.064,NA,"American IPA",12,"SweetWater Brewing Company",50,"Atlanta"," GA"
"372","420 Extra Pale Ale",1709,0.054,NA,"American Pale Ale (APA)",12,"SweetWater Brewing Company",50,"Atlanta"," GA"
"373","Flying Mouse 8",2567,0.04,NA,"American Porter",12,"Flying Mouse Brewery",51,"Troutville"," VA"
"374","Flying Mouse 4",2566,0.07,70,"American IPA",12,"Flying Mouse Brewery",51,"Troutville"," VA"
"375","Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale",2565,0.128,NA,"Quadrupel (Quad)",19.2,"Upslope Brewing Company",52,"Boulder"," CO"
"376","Lee Hill Series Vol. 4 - Manhattan Style Rye Ale",2564,0.104,NA,"Rye Beer",19.2,"Upslope Brewing Company",52,"Boulder"," CO"
"377","Lee Hill Series Vol. 2 - Wild Saison",2563,0.068,24,"American Wild Ale",19.2,"Upslope Brewing Company",52,"Boulder"," CO"
"378","Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout",2562,0.099,51,"American Double / Imperial Stout",19.2,"Upslope Brewing Company",52,"Boulder"," CO"
"379","Lee Hill Series Vol. 1 - Barrel Aged Brown Ale",2561,0.076,NA,"American Brown Ale",19.2,"Upslope Brewing Company",52,"Boulder"," CO"
"380","Blood Orange Saison",2560,0.06,NA,"Saison / Farmhouse Ale",12,"Upslope Brewing Company",52,"Boulder"," CO"
"381","Thai Style White IPA",1932,0.065,33,"American White IPA",12,"Upslope Brewing Company",52,"Boulder"," CO"
"382","Ferus Fluxus Wild Belgian Pale Ale",1853,0.075,30,"American Wild Ale",19.2,"Upslope Brewing Company",52,"Boulder"," CO"
"383","Upslope Imperial India Pale Ale",1315,0.099,90,"American Double / Imperial IPA",19.2,"Upslope Brewing Company",52,"Boulder"," CO"
"384","Upslope Christmas Ale",907,0.082,NA,"Winter Warmer",16,"Upslope Brewing Company",52,"Boulder"," CO"
"385","Upslope Pumpkin Ale",906,0.077,NA,"Pumpkin Ale",16,"Upslope Brewing Company",52,"Boulder"," CO"
"386","Upslope Belgian Style Pale Ale",683,0.075,30,"Belgian Pale Ale",12,"Upslope Brewing Company",52,"Boulder"," CO"
"387","Upslope Foreign Style Stout",614,0.069,NA,"Foreign / Export Stout",12,"Upslope Brewing Company",52,"Boulder"," CO"
"388","Top Rope Mexican-style Craft Lager",466,0.048,15,"Vienna Lager",12,"Upslope Brewing Company",52,"Boulder"," CO"
"389","Upslope Craft Lager",444,0.048,22,"Vienna Lager",12,"Upslope Brewing Company",52,"Boulder"," CO"
"390","Upslope Brown Ale",345,0.067,NA,"English Brown Ale",12,"Upslope Brewing Company",52,"Boulder"," CO"
"391","Upslope Pale Ale",80,0.058,NA,"American Pale Ale (APA)",12,"Upslope Brewing Company",52,"Boulder"," CO"
"392","Upslope India Pale Ale",79,0.072,NA,"American IPA",12,"Upslope Brewing Company",52,"Boulder"," CO"
"393","Blood of the Unicorn",2559,0.065,NA,"American Amber / Red Ale",16,"Pipeworks Brewing Company",53,"Chicago"," IL"
"394","Moar",2558,0.044,44,"English India Pale Ale (IPA)",12,"Bent Brewstillery",54,"Roseville"," MN"
"395","Uber Lupin Schwarz IPA",2557,0.083,NA,"American Double / Imperial IPA",16,"Bent Brewstillery",54,"Roseville"," MN"
"396","Nordic Blonde",2556,0.057,27,"American Blonde Ale",12,"Bent Brewstillery",54,"Roseville"," MN"
"397","Moped Traveler",2554,0.055,NA,"American Pale Ale (APA)",16,"Flesk Brewing Company",55,"Lombard"," IL"
"398","Mazzie",2553,0.054,45,"American Pale Ale (APA)",12,"Pollyanna Brewing Company",56,"Lemont"," IL"
"399","Painted Turtle",2552,0.045,NA,"American Pale Ale (APA)",12,"BuckleDown Brewing",57,"Lyons"," IL"
"400","Weissenheimer",2550,0.052,16,"Hefeweizen",12,"Destihl Brewery",58,"Bloomington"," IL"
"401","Abbey's Single (2015- )",2505,0.049,22,"Abbey Single Ale",12,"Destihl Brewery",58,"Bloomington"," IL"
"402","Vertex IPA",2025,0.063,76,"American IPA",12,"Destihl Brewery",58,"Bloomington"," IL"
"403","Here Gose Nothin'",2021,0.05,12,"Gose",12,"Destihl Brewery",58,"Bloomington"," IL"
"404","Strawberry Blonde",2015,0.05,NA,"Fruit / Vegetable Beer",12,"Destihl Brewery",58,"Bloomington"," IL"
"405","Hoperation Overload",1888,0.096,85,"American Double / Imperial IPA",12,"Destihl Brewery",58,"Bloomington"," IL"
"406","Abbey's Single Ale (Current)",1887,0.049,22,"Abbey Single Ale",12,"Destihl Brewery",58,"Bloomington"," IL"
"407","Make It So",2549,0.053,40,"Extra Special / Strong Bitter (ESB)",12,"Summit Brewing Company",59,"St. Paul"," MN"
"408","Hopvale Organic Ale",2473,0.047,55,"American Pale Ale (APA)",16,"Summit Brewing Company",59,"St. Paul"," MN"
"409","Unchained #18 Hop Silo",2415,0.083,100,"American Double / Imperial IPA",16,"Summit Brewing Company",59,"St. Paul"," MN"
"410","Beach Cruiser",2547,0.045,NA,"Hefeweizen",12,"Latitude 42 Brewing Company",60,"Portage"," MI"
"411","I.P. Eh!",2493,0.068,NA,"American IPA",12,"Latitude 42 Brewing Company",60,"Portage"," MI"
"412","Schoolhouse Honey",2492,0.05,NA,"American Amber / Red Ale",12,"Latitude 42 Brewing Company",60,"Portage"," MI"
"413","10 Degrees of Separation",2491,0.055,NA,"English Brown Ale",12,"Latitude 42 Brewing Company",60,"Portage"," MI"
"414","Passion Fruit Prussia",2545,0.035,11,"Berliner Weissbier",12,"4 Hands Brewing Company",61,"Saint Louis"," MO"
"415","Send Help",2544,0.045,18,"American Blonde Ale",12,"4 Hands Brewing Company",61,"Saint Louis"," MO"
"416","Cast Iron Oatmeal Brown",2324,0.055,NA,"American Brown Ale",12,"4 Hands Brewing Company",61,"Saint Louis"," MO"
"417","Reprise Centennial Red",2288,0.06,NA,"American Amber / Red Ale",12,"4 Hands Brewing Company",61,"Saint Louis"," MO"
"418","Alter Ego",2287,0.055,NA,"American Black Ale",12,"4 Hands Brewing Company",61,"Saint Louis"," MO"
"419","Divided Sky",2286,0.065,NA,"American IPA",12,"4 Hands Brewing Company",61,"Saint Louis"," MO"
"420","Resurrected",2285,0.065,NA,"American IPA",12,"4 Hands Brewing Company",61,"Saint Louis"," MO"
"421","Contact High",1870,0.05,28,"American Pale Wheat Ale",12,"4 Hands Brewing Company",61,"Saint Louis"," MO"
"422","Todd the Axe Man",2543,0.072,NA,"American IPA",16,"Surly Brewing Company",62,"Brooklyn Center"," MN"
"423","Doomtree",2409,0.057,NA,"Extra Special / Strong Bitter (ESB)",16,"Surly Brewing Company",62,"Brooklyn Center"," MN"
